,Unnamed: 0,EMITENT_FULL_NAME,issuerid
198,198,"Публичное акционерное общество ""Юнипро"", UPRO, , Юнипро, unipro, ПАО Юнипро, , , ,Юнипро ,Юнипро ,Юнипро ,Юнипро ,Юнипро ,Юнипро ,юнипро ,юнипро ,юнипро ,юнипро ,юнипро ,юнипро ",199
199,199,"Публичное акционерное общество ""Якутская топливно-энергетическая компания"", YAKG, , ЯТЭК, Yatec, Якутская топливно-энергетическая компания, ПАО Якутская топливно-энергетическая компания, , ,ятэки ,ятэков ,ятэкам ,ятэки ,ятэками ,ятэках ,ятэк ,ятэка ,ятэку ,ятэк ,ятэком ,ятэке ",200
200,200,"Публичное акционерное общество ""Якутскэнерго"", YKEN, , Якутскэнерго, Yakutskenergo, ПАО Якутскэнерго, , , ,якутскэнерго ,якутскэнерго ,якутскэнерго ,якутскэнерго ,якутскэнерго ,якутскэнерго ,якутскэнерго ,якутскэнерго ,якутскэнерго ,якутскэнерго ,якутскэнерго ,якутскэнерго ",201
201,201,"Публичное акционерное общество Банк ""Возрождение"", VZRZ, , Банк Возрождение , Vozrozhdenie Bank, ПАО Банк Возрождение, , , ,банки возрождения ,банков возрождений ,банкам возрождениям ,банки возрождения ,банками возрождениями ,банках возрождениях ,банк возрождение ,банка возрождения ,банку возрождению ,банк возрождение ,банком возрождением ,банке возрождении ",202
202,202,"Публичное акционерное общество Банк ""Кузнецкий"", KUZB, , Банк Кузнецкий, kuzbank, ПАО Банк Кузнецкий, , , ,банки кузнецкие ,банков кузнецких ,банкам кузнецким ,банки кузнецких ,банками кузнецкими ,банках кузнецких ,банк кузнецкий ,банка кузнецкого ,банку кузнецкому ,банк кузнецкого ,банком кузнецким ,банке кузнецком ",203
203,203,"Публичное акционерное общество Группа компаний ""Сегежа"", SGZH, , сегежа, segezha, Сегежа групп, Segezha Group, , ,сегежа ,сегежа ,сегежа ,сегежа ,сегежа ,сегежа ,сегежа ,сегежи ,сегеже ,сегежу ,сегежей ,сегеже ",204
204,204,"Публичное акционерное общество Группа компаний ""ТНС энерго"", TNSE, , ТНС энерго, TNS energo, ПАО ГК ТНС энерго, , , ,ТНС энерго ,ТНС энерго ,ТНС энерго ,ТНС энерго ,ТНС энерго ,ТНС энерго ,ТНС энерго ,ТНС энерго ,ТНС энерго ,ТНС энерго ,ТНС энерго ,ТНС энерго ",205
205,205,"Публичное акционерное общество Завод экологической техники и экопитания ""ДИОД"", DIOD, , Диод, DIOD Plant of Ecological Technics and Ecomeals, ПАО Диод , Завод экологической техники и экопитания Диод, , ,диоды ,диодов ,диодам ,диоды ,диодами ,диодах ,диод ,диода ,диоду ,диод ,диодом ,диоде ",206
206,206,"Публичное акционерное общество МОСКОВСКИЙ ОБЛАСТНОЙ БАНК, , MOBB, , , , , , ,публичные акционерные общества московские областные банки ,публичных акционерных обществ московских областных банков ,публичным акционерным обществам московским областным банкам ,публичных акционерных общества московских областных банки ,публичными акционерными обществами московскими областными банками ,публичных акционерных обществах московских областных банках ,публичное акционерное общество московский областная банк ,публичного акционерного общества московского областной банка ,публичному акционерному обществу московскому областной банку ,публичное акционерное общество московского областную банк ,публичным акционерным обществом московским областной банком ,публичном акционерном обществе московском областной банке ",207
207,207,"Публичное акционерное общество Научно-производственное объединение ""Наука"", , NAUK, , , , , , ,публичные акционерные общества научно-производственные объединения ""Наука"" ,публичных акционерных обществ научно-производственных объединений ""Наука"" ,публичным акционерным обществам научно-производственным объединениям ""Наука"" ,публичных акционерных общества научно-производственных объединения ""Наука"" ,публичными акционерными обществами научно-производственными объединениями ""Наука"" ,публичных акционерных обществах научно-производственных объединениях ""Наука"" ,публичное акционерное общество научно-производственное объединение ""Наука"" ,публичного акционерного общества научно-производственного объединения ""Наука"" ,публичному акционерному обществу научно-производственному объединению ""Наука"" ,публичное акционерное общество научно-производственное объединение ""Наука"" ,публичным акционерным обществом научно-производственным объединением ""Наука"" ,публичном акционерном обществе научно-производственном объединении ""Наука"" ",208
208,208,"Публичное акционерное общество Нефтегазовая компания ""РуссНефть"", , RNFT                , , , , , , ,публичные акционерные общества нефтегазовые компании ""РуссНефть"" ,публичных акционерных обществ нефтегазовых компаний ""РуссНефть"" ,публичным акционерным обществам нефтегазовым компаниям ""РуссНефть"" ,публичных акционерных общества нефтегазовых компании ""РуссНефть"" ,публичными акционерными обществами нефтегазовыми компаниями ""РуссНефть"" ,публичных акционерных обществах нефтегазовых компаниях ""РуссНефть"" ,публичное акционерное общество нефтегазовая компания ""РуссНефть"" ,публичного акционерного общества нефтегазовой компании ""РуссНефть"" ,публичному акционерному обществу нефтегазовой компании ""РуссНефть"" ,публичное акционерное общество нефтегазовую компанию ""РуссНефть"" ,публичным акционерным обществом нефтегазовой компанией ""РуссНефть"" ,публичном акционерном обществе нефтегазовой компании ""РуссНефть"" ",209
209,209,"Публичное акционерное общество Объединенные машиностроительные заводы (Группа Уралмаш-Ижора), OMZZP, OMZZ, , , , , , ,OMZZ ,OMZZ ,OMZZ ,OMZZ ,OMZZ ,OMZZ ,OMZZ ,OMZZ ,OMZZ ,OMZZ ,OMZZ ,OMZZ ",210
210,210,"Публичное акционерное общество РОСБАНК, , ROSB, , , , , , ,публичные акционерные общества росбанки ,публичных акционерных обществ росбанков ,публичным акционерным обществам росбанкам ,публичных акционерных общества росбанки ,публичными акционерными обществами росбанками ,публичных акционерных обществах росбанках ,публичное акционерное общество росбанк ,публичного акционерного общества росбанка ,публичному акционерному обществу росбанку ,публичное акционерное общество росбанк ,публичным акционерным обществом росбанком ,публичном акционерном обществе росбанке ",211
211,211,"Публичное акционерное общество Страховая Компания ""Росгосстрах"", , RGSS, , , , , , ,публичные акционерные общества страховые компании ""Росгосстрах"" ,публичных акционерных обществ страховых компаний ""Росгосстрах"" ,публичным акционерным обществам страховым компаниям ""Росгосстрах"" ,публичных акционерных общества страховых компании ""Росгосстрах"" ,публичными акционерными обществами страховыми компаниями ""Росгосстрах"" ,публичных акционерных обществах страховых компаниях ""Росгосстрах"" ,публичное акционерное общество страховая компания ""Росгосстрах"" ,публичного акционерного общества страховой компании ""Росгосстрах"" ,публичному акционерному обществу страховой компании ""Росгосстрах"" ,публичное акционерное общество страховую компанию ""Росгосстрах"" ,публичным акционерным обществом страховой компанией ""Росгосстрах"" ,публичном акционерном обществе страховой компании ""Росгосстрах"" ",212
212,212,"Публичное акционерное общество энергетики и электрификации ""Камчатскэнерго"", KCHEP, KCHE, , , , , , ,KCHE ,KCHE ,KCHE ,KCHE ,KCHE ,KCHE ,KCHE ,KCHE ,KCHE ,KCHE ,KCHE ,KCHE ",213
213,213,"Публичное акционерное общество энергетики и электрификации ""Магаданэнерго"", MAGEP, MAGE, , , , , , ,MAGE ,MAGE ,MAGE ,MAGE ,MAGE ,MAGE ,MAGE ,MAGE ,MAGE ,MAGE ,MAGE ,MAGE ",214
214,214,"Публичное акционерное общество энергетики и электрификации ""Мосэнерго"", , MSNG                , мосэнерго, московская энергетическая компания, , , , ,мосэнерго ,мосэнерго ,мосэнерго ,мосэнерго ,мосэнерго ,мосэнерго ,мосэнерго ,мосэнерго ,мосэнерго ,мосэнерго ,мосэнерго ,мосэнерго ",215
215,215,"Публичное акционерное общество энергетики и электрификации ""Самараэнерго"", , SAGO, самарэнерго, , , , , ,самарэнерго ,самарэнерго ,самарэнерго ,самарэнерго ,самарэнерго ,самарэнерго ,самарэнерго ,самарэнерго ,самарэнерго ,самарэнерго ,самарэнерго ,самарэнерго ",216
216,216,"Публичное акционерное общество энергетики и электрификации ""Сахалинэнерго"", , SLEN, сахалинэнерго, , , , , ,сахалинэнерго ,сахалинэнерго ,сахалинэнерго ,сахалинэнерго ,сахалинэнерго ,сахалинэнерго ,сахалинэнерго ,сахалинэнерго ,сахалинэнерго ,сахалинэнерго ,сахалинэнерго ,сахалинэнерго ",217
217,217,"ETALON GROUP PLC (ЭТАЛОН ГРУП ПИЭЛСИ) (эмитент депозитарных расписок - The Bank of New York Mellon (Бэнк оф Нью Йорк Меллон)), ETLN, Эталон, Группа Эталон, , , , , ,эталоны ,эталонов ,эталонам ,эталоны ,эталонами ,эталонах ,эталон ,эталона ,эталону ,эталон ,эталоном ,эталоне ",218
218,218,"Fix Price Group Ltd (Фикс Прайс Груп Лтд) (эмитент депозитарных расписок - The Bank of New York Mellon (Бэнк оф Нью Йорк Меллон)), FIXP, , Fix Price, FixPrice, , , , ,Fix Price ,Fix Price ,Fix Price ,Fix Price ,Fix Price ,Fix Price ,Fix Price ,Fix Price ,Fix Price ,Fix Price ,Fix Price ,Fix Price ",219
219,219,"Globaltrans Investment PLC (Глобалтранс Инвестмент ПЛС) (эмитент депозитарных расписок - Citibank N.A. (Ситибэнк Эн.Эй)), GLTR, , Globaltrans, Глобалтранс, , , , ,Globaltrans ,Globaltrans ,Globaltrans ,Globaltrans ,Globaltrans ,Globaltrans ,Globaltrans ,Globaltrans ,Globaltrans ,Globaltrans ,Globaltrans ,Globaltrans ",220
220,220,"HeadHunter Group PLC (ХэдХантер Групп ПИЭЛСИ) (эмитент депозитарных расписок - JPMorgan Chase Bank, N.A. (ДжиПиМорган Чейз Банк, Эн.Эй)), HHRU, , Headhunter, , , , , ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ",221
221,221,"HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (ГМС ГИДРАВЛИК МАШИНС ЭНД СИСТЕМС ГРУП ПЛС) (эмитент депозитарных расписок - The Bank of New York Mellon (Бэнк оф Нью Йорк Меллон)), , HMSG, , , , , , ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмсы гидравлики машинсы ЭНД системсы групы ПЛС) (эмитенты депозитарные расписки - The Bank of New York Mellon (бэнки оф Нью йорки Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмсов гидравликов машинсов ЭНД системсов групов ПЛС) (эмитентов депозитарных расписок - The Bank of New York Mellon (бэнков оф Нью йорков Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмсам гидравликам машинсам ЭНД системсам групам ПЛС) (эмитентам депозитарным распискам - The Bank of New York Mellon (бэнкам оф Нью йоркам Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмсы гидравликов машинсов ЭНД системсы групы ПЛС) (эмитентов депозитарных расписки - The Bank of New York Mellon (бэнки оф Нью йорки Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмсами гидравликами машинсами ЭНД системсами групами ПЛС) (эмитентами депозитарными расписками - The Bank of New York Mellon (бэнками оф Нью йорками Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмсах гидравликах машинсах ЭНД системсах групах ПЛС) (эмитентах депозитарных расписках - The Bank of New York Mellon (бэнках оф Нью йорках Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмс гидравлик машинс ЭНД системс груп ПЛС) (эмитент депозитарный расписка - The Bank of New York Mellon (бэнк оф Нью йорк Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмса гидравлика машинса ЭНД системса група ПЛС) (эмитента депозитарного расписки - The Bank of New York Mellon (бэнка оф Нью йорка Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмсу гидравлику машинсу ЭНД системсу групу ПЛС) (эмитенту депозитарному расписке - The Bank of New York Mellon (бэнку оф Нью йорку Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмс гидравлика машинса ЭНД системс груп ПЛС) (эмитента депозитарную расписку - The Bank of New York Mellon (бэнк оф Нью йорк Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмсом гидравликом машинсом ЭНД системсом групом ПЛС) (эмитентом депозитарным распиской - The Bank of New York Mellon (бэнком оф Нью йорком Меллон)) ,HMS HYDRAULIC MACHINES & SYSTEMS GROUP PLC (гмсе гидравлике машинсе ЭНД системсе групе ПЛС) (эмитенте депозитарном расписке - The Bank of New York Mellon (бэнке оф Нью йорке Меллон)) ",222
222,222,"Mail.ru Group Limited (Мэйл.ру Груп Лимитед) (эмитент депозитарных расписок - Citibank N.A. (Ситибэнк Эн.Эй)), MAIL, VKCO, Вконтакте, ВК, VK Group, , , ,VKCO ,VKCO ,VKCO ,VKCO ,VKCO ,VKCO ,VKCO ,VKCO ,VKCO ,VKCO ,VKCO ,VKCO ",223
223,223,"MD MEDICAL GROUP INVESTMENTS PLC (МД МЕДИКАЛ ГРУП ИНВЕСТМЕНТС ПЛС) (эмитент депозитарных расписок - JPMorgan Chase Bank, N.A. (ДжиПиМорган Чейз Банк, Эн.Эй)), MDMG, MD, , , , , , ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ",224
224,224,"TCS Group Holding PLC (ТиСиЭс Груп Холдинг ПиЭлСи) (эмитент депозитарных расписок - JPMorgan Chase Bank, N.A. (ДжиПиМорган Чейз Банк, Эн.Эй)), TCS, TCSG, TCS Group, Tinkoff, Тинькофф, , , ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ,Эн.Эй)) ",225
225,225,"АО О'КЕЙ ГРУПП (эмитент депозитарных расписок - The Bank of New York Mellon (Бэнк оф Нью Йорк Меллон)), OKEY, , , , , , , ,ао О'КЕЙ группы (эмитенты депозитарные расписки - The Bank of New York Mellon (бэнки оф Нью йорки Меллон)) ,ао О'КЕЙ групп (эмитентов депозитарных расписок - The Bank of New York Mellon (бэнков оф Нью йорков Меллон)) ,ао О'КЕЙ группам (эмитентам депозитарным распискам - The Bank of New York Mellon (бэнкам оф Нью йоркам Меллон)) ,ао О'КЕЙ группы (эмитентов депозитарных расписки - The Bank of New York Mellon (бэнки оф Нью йорки Меллон)) ,ао О'КЕЙ группами (эмитентами депозитарными расписками - The Bank of New York Mellon (бэнками оф Нью йорками Меллон)) ,ао О'КЕЙ группах (эмитентах депозитарных расписках - The Bank of New York Mellon (бэнках оф Нью йорках Меллон)) ,ао О'КЕЙ группа (эмитент депозитарный расписка - The Bank of New York Mellon (бэнк оф Нью йорк Меллон)) ,ао О'КЕЙ группы (эмитента депозитарного расписки - The Bank of New York Mellon (бэнка оф Нью йорка Меллон)) ,ао О'КЕЙ группе (эмитенту депозитарному расписке - The Bank of New York Mellon (бэнку оф Нью йорку Меллон)) ,ао О'КЕЙ группу (эмитента депозитарную расписку - The Bank of New York Mellon (бэнк оф Нью йорк Меллон)) ,ао О'КЕЙ группой (эмитентом депозитарным распиской - The Bank of New York Mellon (бэнком оф Нью йорком Меллон)) ,ао О'КЕЙ группе (эмитенте депозитарном расписке - The Bank of New York Mellon (бэнке оф Нью йорке Меллон)) ",226
226,226,"Икс 5 Ритейл Груп Н.В. (X5 Retail Group N.V.) (эмитент депозитарных расписок - The Bank of New York Mellon (Бэнк оф Нью Йорк Меллон)), FIVE, , Х5 групп, X5 Group, , , , ,Х5 группы ,Х5 групп ,Х5 группам ,Х5 группы ,Х5 группами ,Х5 группах ,Х5 группа ,Х5 группы ,Х5 группе ,Х5 группу ,Х5 группой ,Х5 группе ",227
227,227,"КИВИ ПиЭлСи (QIWI PLC) (эмитент депозитарных расписок - The Bank of New York Mellon (Бэнк оф Нью Йорк Меллон)), QIWI, , , АО Киви, , , , ,ао киви ,ао киви ,ао киви ,ао киви ,ао киви ,ао киви ,ао киви ,ао киви ,ао киви ,ао киви ,ао киви ,ао киви ",228
228,228,"Международная компания публичное акционерное общество ""Лента"" (эмитент депозитарных расписок - Deutsche Bank Trust Company Americas (Дойче Банк Траст Кампани Америкас)), , LNTA, LENT, , , , , ,LENT ,LENT ,LENT ,LENT ,LENT ,LENT ,LENT ,LENT ,LENT ,LENT ,LENT ,LENT ",229
229,229,"Озон Холдингс ПиЭлСи (эмитент депозитарных расписок - The Bank of New York Mellon (Бэнк оф Нью Йорк Меллон)), OZON, , , , , , , ,озоны холдингсы ПиЭлСи (эмитенты депозитарные расписки - The Bank of New York Mellon (бэнки оф Нью йорки Меллон)) ,озонов холдингсов ПиЭлСи (эмитентов депозитарных расписок - The Bank of New York Mellon (бэнков оф Нью йорков Меллон)) ,озонам холдингсам ПиЭлСи (эмитентам депозитарным распискам - The Bank of New York Mellon (бэнкам оф Нью йоркам Меллон)) ,озоны холдингсы ПиЭлСи (эмитентов депозитарных расписки - The Bank of New York Mellon (бэнки оф Нью йорки Меллон)) ,озонами холдингсами ПиЭлСи (эмитентами депозитарными расписками - The Bank of New York Mellon (бэнками оф Нью йорками Меллон)) ,озонах холдингсах ПиЭлСи (эмитентах депозитарных расписках - The Bank of New York Mellon (бэнках оф Нью йорках Меллон)) ,озон холдингс пиэлси (эмитент депозитарный расписка - The Bank of New York Mellon (бэнк оф Нью йорк Меллон)) ,озона холдингса пиэлси (эмитента депозитарного расписки - The Bank of New York Mellon (бэнка оф Нью йорка Меллон)) ,озону холдингсу пиэлси (эмитенту депозитарному расписке - The Bank of New York Mellon (бэнку оф Нью йорку Меллон)) ,озон холдингс пиэлси (эмитента депозитарную расписку - The Bank of New York Mellon (бэнк оф Нью йорк Меллон)) ,озоном холдингсом пиэлси (эмитентом депозитарным распиской - The Bank of New York Mellon (бэнком оф Нью йорком Меллон)) ,озоне холдингсе пиэлси (эмитенте депозитарном расписке - The Bank of New York Mellon (бэнке оф Нью йорке Меллон)) ",230
230,230,"РОС АГРО ПЛС (ROS AGRO PLC) (эмитент депозитарных расписок - The Bank of New York Mellon (Бэнк оф Нью Йорк Меллон)), AGRO, Русагро, Rusagro, , , , , ,Русагро ,Русагро ,Русагро ,Русагро ,Русагро ,Русагро ,русагро ,русагро ,русагро ,русагро ,русагро ,русагро ",231
231,231,"Nord Gold PLC (Норд Голд ПЛК), , RTSD, , , , , , ,Nord Gold PLC (норды голды ПЛК) ,Nord Gold PLC (нордов голдов ПЛК) ,Nord Gold PLC (нордам голдам ПЛК) ,Nord Gold PLC (норды голдов ПЛК) ,Nord Gold PLC (нордами голдами ПЛК) ,Nord Gold PLC (нордах голдах ПЛК) ,Nord Gold PLC (норд голд ПЛК) ,Nord Gold PLC (норда голда ПЛК) ,Nord Gold PLC (норду голду ПЛК) ,Nord Gold PLC (норд голда ПЛК) ,Nord Gold PLC (нордом голдом ПЛК) ,Nord Gold PLC (норде голде ПЛК) ",232
232,232,"UNITED MEDICAL GROUP CY PLC (ЮНАЙТЕД МЕДИКАЛ ГРУП КИ ПИЭЛСИ) (эмитент депозитарных расписок - The Bank of New York Mellon Corporation (Зе Бэнк оф Нью Йорк Меллон Корпорэйшн)), , NORD, Nordgold, , , , , ,Nordgold ,Nordgold ,Nordgold ,Nordgold ,Nordgold ,Nordgold ,Nordgold ,Nordgold ,Nordgold ,Nordgold ,Nordgold ,Nordgold ",233
233,233,"Petropavlovsk PLC (Петропавловск ПЛК), , POGR, Petropavl, ""Петропавловск"", , , , ,Petropavl ,Petropavl ,Petropavl ,Petropavl ,Petropavl ,Petropavl ,Petropavl ,Petropavl ,Petropavl ,Petropavl ,Petropavl ,Petropavl ",234
234,234,"Полиметалл Интернэшнл плс (Polymetal International plc), POLY, , polymetal, полиметалл, , , , ,polymetal ,polymetal ,polymetal ,polymetal ,polymetal ,polymetal ,polymetal ,polymetal ,polymetal ,polymetal ,polymetal ,polymetal ",235
235,235,"Публичная Компания с ограниченной ответственностью Яндекс Н.В. (Public Limited Liability Company Yandex N.V.), YNDX, , Яндекс, Yandex, , , , ,яндексы ,яндексов ,яндексам ,яндексы ,яндексами ,яндексах ,яндекс ,яндекса ,яндексу ,яндекс ,яндексом ,яндексе ",236
236,236,"Softline Holding Limited (эмитент депозитарных расписок - The Bank of New York Mellon Corporation (Зе Бэнк оф Нью Йорк Меллон Корпорэйшн)), , SFTL                , softline, софтлайн, Noventiq, , , ,softline ,softline ,softline ,softline ,softline ,softline ,softline ,softline ,softline ,softline ,softline ,softline ",237
237,237,"VEON Ltd., , VEON                , ВЕОН, , , , , ,веоны ,веонов ,веонам ,веоны ,веонами ,веонах ,веон ,веона ,веону ,веон ,веоном ,веоне ",240
238,238,"Публичное акционерное общество ""Группа Позитив"", , POSI                , Positive tech, группа позитив, гр. Позитив, Positive Group, , ,Positive tech ,Positive tech ,Positive tech ,Positive tech ,Positive tech ,Positive tech ,Positive tech ,Positive tech ,Positive tech ,Positive tech ,Positive tech ,Positive tech ",241
239,239,"Cian PLC (эмитент депозитарных расписок - The Bank of New York Mellon), , CIAN                , cian, циан, , , , ,cian ,cian ,cian ,cian ,cian ,cian ,cian ,cian ,cian ,cian ,cian ,cian ",251
240,240,"Публичное акционерное общество ""ВУШ Холдинг"", , WUSH                , Whoosh, Вуш, , , , ,Whoosh ,Whoosh ,Whoosh ,Whoosh ,Whoosh ,Whoosh ,Whoosh ,Whoosh ,Whoosh ,Whoosh ,Whoosh ,Whoosh ",254
241,241,"Публичное акционерное общество ""СПБ Биржа"", , SPBE, СПБ Биржа, , , , , ,СПБ биржи ,СПБ бирж ,СПБ биржам ,СПБ биржи ,СПБ биржами ,СПБ биржах ,спб биржа ,спб биржи ,спб бирже ,спб биржу ,спб биржей ,спб бирже ",255
242,242,"Global Ports, , GLPR                , Globalports, Глобалпортс, , , , ,Globalports ,Globalports ,Globalports ,Globalports ,Globalports ,Globalports ,Globalports ,Globalports ,Globalports ,Globalports ,Globalports ,Globalports ",257
243,243,"Публичное акционерное общество ""Группа Ренессанс Страхование"", , RENI, Ренессанс Страхование, , , , , ,ренессансы страхования ,ренессансов страхований ,ренессансам страхованиям ,ренессансы страхования ,ренессансами страхованиями ,ренессансах страхованиях ,ренессанс страхование ,ренессанса страхования ,ренессансу страхованию ,ренессанс страхование ,ренессансом страхованием ,ренессансе страховании ",267
244,244,"Astra Linux, , ASTR, Гк Астра, Группа Астра, Astra, Астра, , ,Гк астры ,Гк астров ,Гк астрам ,Гк астров ,Гк астрами ,Гк астрах ,гк астр ,гк астра ,гк астру ,гк астра ,гк астром ,гк астре ",258
245,245,"INARCTICA, , AQUA, Инарктика, Русское море, Русская аквакультура, Аквакультура, , ,Инарктика ,Инарктика ,Инарктика ,Инарктика ,Инарктика ,Инарктика ,инарктика ,инарктики ,инарктике ,инарктику ,инарктикой ,инарктике ",261
246,246,"ЮЖУРАЛЗОЛОТО, , UGLD, ЮГК, , , , , ,ЮГК ,ЮГК ,ЮГК ,ЮГК ,ЮГК ,ЮГК ,ЮГК ,ЮГК ,ЮГК ,ЮГК ,ЮГК ,ЮГК ",265
247,247,"Artgen biotech, , ABIO, Артген Биотех, Артген, iАРТГЕН, , , ,артгены биотехи ,артгенов биотехов ,артгенам биотехам ,артгены биотехи ,артгенами биотехами ,артгенах биотехах ,артген биотех ,артгена биотеха ,артгену биотеху ,артген биотех ,артгеном биотехом ,артгене биотехе ",266
248,248,"Генетико, , GECO, Genetico, iГенетико, , , , ,Genetico ,Genetico ,Genetico ,Genetico ,Genetico ,Genetico ,Genetico ,Genetico ,Genetico ,Genetico ,Genetico ,Genetico ",268
249,249,"CarMoney, , CARM, Смарттехгрупп, ПАО ""СТГ"", , , , ,смарттехгруппы ,смарттехгрупп ,смарттехгруппам ,смарттехгруппы ,смарттехгруппами ,смарттехгруппах ,смарттехгруппа ,смарттехгруппы ,смарттехгруппе ,смарттехгруппу ,смарттехгруппой ,смарттехгруппе ",269
250,250,"Henderson, , HNFG, Хендерсон, , , , , ,хендерсоны ,хендерсонов ,хендерсонам ,хендерсонов ,хендерсонами ,хендерсонах ,хендерсон ,хендерсона ,хендерсону ,хендерсона ,хендерсоном ,хендерсоне ",270
251,251,"Совкомбанк, , SVCB, Sovcombank, , , , , ,Sovcombank ,Sovcombank ,Sovcombank ,Sovcombank ,Sovcombank ,Sovcombank ,Sovcombank ,Sovcombank ,Sovcombank ,Sovcombank ,Sovcombank ,Sovcombank ",271
252,252,"ЕвроТранс, , EUTR, АЗС Трасса, АЗС ""Трасса"", АЗС «Трасса», , , ,АЗС трассы ,АЗС трасс ,АЗС трассам ,АЗС трассы ,АЗС трассами ,АЗС трассах ,АЗС трасса ,АЗС трассы ,АЗС трассе ,АЗС трассу ,АЗС трассой ,АЗС трассе ",272
253,253,"Делимобиль, , DELI, Делимобил, Каршеринг Рус, delimobil, ПАО ""Каршеринг Руссия"", ""Каршеринг Руссия"", ПАО, ,делимобилы ,делимобил ,делимобилам ,делимобилы ,делимобилами ,делимобилах ,делимобила ,делимобилы ,делимобиле ,делимобилу ,делимобилой ,делимобиле ",273
254,254,"Диасофт, , DIAS, Diasoft, , , , , ,Diasoft ,Diasoft ,Diasoft ,Diasoft ,Diasoft ,Diasoft ,Diasoft ,Diasoft ,Diasoft ,Diasoft ,Diasoft ,Diasoft ",274
